,행사명,개최장소,시작일자,종료일자,행사내용,홈페이지주소,전화번호,주관기관,주최기관,도로명주소,지번주소,위도,경도
1845,행복안동 LES Paul Band 송년팝스콘서트,백조홀,2021-12-18,2021-12-18,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3605,아리랑필하모닉오케스트라,아리랑필하모닉오케스트라,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1846,알리 민우혁 특별한하루,웅부홀,2021-12-19,2021-12-19,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1847,힙Hip 펀Fun 열정콘서트,웅부홀,2021-12-21,2021-12-21,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1848,옛사진 공모전 수상작 및 발간 자료 전시회,35갤러리,2021-12-22,2021-12-22,전시사진,https://www.andong.go.kr/arts/main.do,054-857-2083,(사)경북기록문화연구원,(사)경북기록문화연구원,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1849,개그쇼 개그쟁이,웅부홀,2021-12-24,2021-12-24,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1850,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-25,2021-12-25,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1851,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-25,2021-12-25,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1852,아날로그 정통체력극 연극 신바람 난 삼대,백조홀,2021-12-26,2021-12-26,공연연극,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1853,최성수와 함께하는 2021스페셜콘서트,백조홀,2021-12-29,2021-12-29,공연대중,https://www.andong.go.kr/arts/main.do,054-840-3600,안동문화예술의전당,안동문화예술의전당,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-6,36.5594096,128.7250766
1854,「행복·열정·명품」 버스킹<6회>,대덕문화전당 드림홀,2021-03-23,2021-07-07,"굿바이 코로나블루를 위한 시,구민 위로 음악회",https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
1855,특별기획- 「산장토크」,대덕문화전당 드림홀,2021-04-03,2021-04-11,남구문화컨텐츠 개발과 문화관광자원 재조명을 위한 방송제작,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
1856,특별기획-민선7기3주년 「행복을 주는 콘서트」,대덕문화전당 드림홀,2021-07-05,2021-07-05,남구구민 소통과 포상구민 위로 음악회,https://nam.daegu.kr/culturalcenter/index.do,053-664-3121,대구광역시남구대덕문화전당,대구광역시남구,대구광역시 남구 앞산순환로 478,대구광역시 남구 대명동 산201-4,35.83129426,128.5769682
1857,"영상으로 만나는 정크, 클라운",대구음악창작소 창공홀,2021-07-21,2021-07-21,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
1858,영상으로 만나는 스냅,대구음악창작소 창공홀,2021-08-18,2021-08-18,예술의전당 영상화공모사업 프로그램,https://nam.daegu.kr/culturalcenter/index.do,053-664-3122,대구광역시남구대덕문화전당,예술의전당,대구광역시 남구 중앙대로45길 53,대구광역시 남구 대명동 1803-31,35.85497305,128.5893078
1859,거리로 나온 예술,가평군 자라섬(자전거 대여소 앞),2019-09-28,2019-09-28,"라일라, 아이랑, ㈜음악문화발전협의회",해당없음,031-580-2061,가평군,가평군,경기도 가평군 가평읍 자라섬로 60,경기도 가평군 가평읍 달전리 산8,37.8209476,127.5208644
1860,군민의날 공연,가평군 문화예술회관,2019-10-08,2019-10-08,군민의날 공연,해당없음,031-580-2061,가평군,가평문화원,경기도 가평군 가평읍 문화로 153,경기도 가평군 가평읍 대곡리 318,37.8263961715,127.5078635197
1861,열녀춘향 수절가,안숙선명창의 여정,2021-05-08,2021-09-25,창극,-,063-620-6167,남원시립국악단,전라북다전라북다문화관광재단남원시,전라북도 남원시 광한북로 20,전라북도 남원시 쌍교동 219-5,35.40485131,127.3802324
1862,찾아가는 우리마을 음악회,군포문화예술회관,2021-03-01,2021-10-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1863,군포 예인예술제,군포문화예술회관,2021-08-24,2021-08-29,예술제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1864,국악정기연주회,군포문화예술회관,2021-10-01,2021-10-31,국악 연주회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1865,전국수리무용콩쿠르,군포문화예술회관,2021-09-04,2021-09-05,무용 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1866,대중음악이야기,철쭉동산,2021-05-01,2021-05-31,음악회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 수리산로 69,경기도 군포시 산본동 1152-14,37.35595441,126.9174745
1867,전국수리음악콩쿠르,군포문화예술회관,2021-06-22,2021-07-01,음악 콩쿠르,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1868,전국수리동요대회,군포문화예술회관,2021-05-04,2021-05-06,동요대회,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1869,수리합창제,군포문화예술회관,2021-10-01,2021-10-31,합창제,www.gunpo.go.kr,031-390-0063,군포시,한국예총,경기도 군포시 고산로 599,경기도 군포시 산본동 1101,37.36577234,126.9274827
1870,글렌체크&전기뱀장어 콘서트,유채꽃소극장,2016-03-25,2016-03-25,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1871,어린이 뮤지컬 캣조르바(혁신교육),코스모스대극장,2016-03-31,2016-04-03,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1872,연극<인간대포쇼>(혁신교육),유채꽃소극장,2016-04-08,2016-04-08,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1873,음악극 천변살롱,유채꽃소극장,2016-04-23,2016-04-23,음악극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1874,김장훈 콘서트,코스모스대극장,2016-04-30,2016-04-30,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1875,여심저격 아침콘서트 이현우 김정민 김형중,코스모스대극장,2016-05-12,2016-05-12,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1876,구리아트홀 개관 3주년 기념 정경화 피아노 리사이틀,코스모스대극장,2016-05-20,2016-05-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1877,골든보이스 갈라 콘서트 봄의 노래,코스모스대극장,2016-05-27,2016-05-27,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1878,김소현 손준호의 <LOVE MUSICAL 토크콘서트>,코스모스대극장,2016-06-10,2016-06-10,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1879,안숙선과 함께하는 작은 창극<심청아>,유채꽃소극장,2016-06-18,2016-06-18,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1880,뮤지컬 4B 숙적들의 베프만들기(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1881,뮤지컬<리멤버-독도 그리고 이야기>(혁신교육),코스모스대극장,2016-07-12,2016-07-15,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1882,연극<곰의 아내>,유채꽃소극장,2016-07-22,2016-07-23,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1883,올댓라이브콘서트(씨드온스테이지),코스모스대극장,2016-08-19,2016-08-19,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1884,바이올리스트 엄희원 소프라노 맹연선 조인트 리사이틀(씨드온스테이지),코스모스대극장,2016-08-20,2016-08-20,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1885,청춘가요콘서트(씨드온스테이지),유채꽃소극장,2016-08-24,2016-08-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1886,한지수의 해금 오후의 목관이야기(씨드온스테이지),유채꽃소극장,2016-08-27,2016-08-27,국악,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1887,뮤지컬<넌센스2>주니어버전갈라콘서트(혁신교육),유채꽃소극장,2016-09-07,2016-09-08,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1888,여심저격 아침콘서트 서정시대,코스모스대극장,2016-09-22,2016-09-22,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1889,토속민요 프로젝트 <불러온 노래>,유채꽃소극장,2016-09-30,2016-09-30,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1890,kbs교향악단 연주회,코스모스대극장,2015-08-21,2015-08-21,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1891,연극 강철왕,유채꽃소극장,2015-09-03,2015-09-05,연극,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1892,이자람의 억척가,코스모스대극장,2015-09-11,2015-09-11,전통예술,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1893,백건우 피아노 리사이틀,코스모스대극장,2015-09-18,2015-09-18,클래식,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1894,변강쇠 점 찍고 옹녀,코스모스대극장,2015-10-10,2015-10-10,뮤지컬,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1895,JK김동욱 언플러그드 콘서트,코스모스대극장,2015-10-24,2015-10-24,콘서트,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
1896,익스트림 퍼포먼스 플라잉(혁신교육),코스모스대극장,2015-10-27,2015-10-30,퍼포먼스,http://www.gart.go.kr/,031-550-8800,구리아트홀(구리시청),구리아트홀(구리시청),경기도 구리시 아차산로 453,경기도 구리시 교문동 390,37.595570,127.129884
